filename,chroma_stft,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
1-34094-A-5.wav,0.20394537406030763,1974.5931194369075,1374.5084091655065,2502.28125,0.1501171875,-443.06522285692876,25.870363650915632,-27.879929232810817,-3.5741708237531684,-7.470637089744939,-6.835840761038133,4.365063410583008,21.340233973403762,0.5253377829420015,-2.614687756985308,2.917676160177988,9.775939286965784,8.979072972878546,8.982028306717243,1.9665429441344517,7.5165039128928015,8.2786997117677,16.591476378732768,18.318174630986174,10.446602240902019,Cat
1-34094-B-5.wav,0.1865028821245086,1477.219649085785,1026.219611918136,1884.2051188151042,0.12495930989583333,-530.1492547013796,62.12843224480801,0.8035921133593439,-0.05434606565329674,-10.825734579460152,-3.6114851403368475,3.876230961761677,14.941810765529933,-3.001351512085885,-5.965837425429196,3.4142275070174346,1.6419891957983,-9.241918372486454,-5.401474732642855,0.914785912195189,11.041306225337504,10.668308908984944,12.535180854386564,13.521443872176958,7.551365432989768,Cat
1-47819-A-5.wav,0.2599364956326799,2188.8868451336143,2784.334173316895,5195.31591796875,0.10912353515625,-784.4673701515457,43.75892843410442,13.906583814336814,22.274847998803235,11.961123917901263,10.23786953008267,7.902845027460041,5.607501008666235,1.0771774597954262,1.5119532815143504,1.209693575818201,2.884951069190638,3.56229437023283,-0.863684702843036,-6.068064317236848,-6.757737724145049,-6.352721163158065,-5.153536895594571,-8.267445852443613,-7.797014801722992,Cat
1-47819-B-5.wav,0.29238959454464797,2910.676953555288,2713.6326652822686,6002.879311166159,0.14616282393292682,-732.2908263057282,43.994355434486565,16.88321595196243,22.293647865176812,11.369686333145413,17.551822013241615,4.107886569537263,7.0199804277307125,1.7527196672170782,-0.6024977353487811,2.8969456007037664,7.222441950656495,-0.22079291817942592,-8.607868096345724,-15.83772815852172,-8.996761152642017,-6.723736656260894,-3.2884703877348085,-5.531896274738745,-5.139472617892409,Cat
1-47819-C-5.wav,0.2552274543320585,2381.3007654082735,2698.1610643976287,5605.5935456031975,0.10711300872093023,-793.431391397721,48.9598286501759,22.638817114511188,13.048252826331526,14.648707472206285,17.458011054365997,9.723153499824141,8.988189323066553,-1.182105279031909,-0.8830425478949924,-6.865485893235211,-1.9814820065623022,-7.800601510757357,-7.2850529237489905,-14.050947082022022,-5.27288159753041,-11.47510279550349,-10.55040762431756,-13.072006449221425,-9.299598799461558,Cat
1-56380-A-5.wav,0.19529321481577874,2095.1027111408316,1465.6429131353261,3552.357365534856,0.1186366937099359,-488.5472642239351,-4.240928485743163,-47.89843809599956,18.25307042025209,-11.607516522290144,19.693178842502864,-6.961152487398828,0.3590495552441994,-12.750816096928343,-4.1773596099536325,-1.2530650041622113,-5.066752514694251,23.818964003025116,26.413248488193947,13.641946326259468,-6.362075795333376,-22.539730072489036,-7.422359102578387,10.25551117671925,6.916627476005751,Cat
1-56380-B-5.wav,0.17571078439854343,1739.7110913657364,1039.0914500991823,2799.1170247395835,0.1070217556423611,-680.5123696557906,-8.833707761419706,-34.10304483570965,7.060413323438193,-13.195506582218048,4.861877932443267,-6.031353729949478,-1.5275165587653992,-4.649328669320268,-1.658286416504912,-2.5595468242126094,-5.913195204847983,8.255165055649012,11.591975281384343,6.643310503037589,7.940399748443546,-5.5843064938553315,-1.8177378187873308,3.608776893939906,3.6515661651540756,Cat
1-79113-A-5.wav,0.512694044790237,1512.7255234473123,1660.751513816891,2478.1768798828125,0.09537469773065477,-681.7298354684068,28.96291374064634,23.919434220857934,31.5370454818439,3.5535274545061757,21.479300083388928,8.397361615901863,13.82927944307897,6.926324594180531,-2.652993962067651,12.173182678943599,17.17236149273852,13.813665470247647,20.769612881992728,10.529082925054905,4.621780031736701,4.5401306348105,10.673059571211063,13.183925535257359,7.029776884136162,Cat
2-110010-A-5.wav,0.1800798733946341,2695.2506482825743,1596.8135558522908,4342.217221467391,0.20408033288043478,-410.7272448158738,16.366316523539798,-40.43156197022119,10.456908803547693,-28.519189924773233,12.450872814350028,-16.681154003505547,-6.11585016776323,-21.789061284512183,18.44477235876972,14.45344538620717,31.658219751319113,30.64981515983658,-15.803700502419158,-19.41532103728101,-32.51813212180309,-11.139854289270843,3.5689635007832465,-0.7665285098604435,-23.04048943760717,Cat
2-110011-A-5.wav,0.18772441281649804,2027.4367445186822,1382.405611498098,3548.4027099609375,0.1267822265625,-356.34695886130686,-4.608003410496357,-31.028582641308287,3.71347614231995,-7.870992949857753,13.14390225212228,4.5726801620237785,-4.055636109446995,-6.6436945783621955,1.294755476548061,14.313814078382203,34.19823996476148,28.96196158079531,16.749673407659706,-15.319726422256178,-16.499411544628632,-6.472526785734468,16.755432215169037,11.586560306301896,-14.190211715363446,Cat
